pokemon,ability,is_hidden,slot,description
toxicroak,Dry Skin,No,2,"Causes 1/8 max HP in damage each turn during strong sunlight, but heals for 1/8 max HP during rain.  Increases damage from fire moves to 1.25×, but absorbs water moves, healing for 1/4 max HP."
toxicroak,Poison Touch,Yes,3,Has a 30% chance of poisoning target Pokémon upon contact.
carnivine,Levitate,No,1,Evades ground moves.
finneon,Swift Swim,No,1,Doubles Speed during rain.
finneon,Storm Drain,No,2,"Redirects single-target water moves to this Pokémon where possible.  Absorbs Water moves, raising Special Attack one stage."
finneon,Water Veil,Yes,3,Prevents burns.
lumineon,Swift Swim,No,1,Doubles Speed during rain.
lumineon,Storm Drain,No,2,"Redirects single-target water moves to this Pokémon where possible.  Absorbs Water moves, raising Special Attack one stage."
lumineon,Water Veil,Yes,3,Prevents burns.
mantyke,Swift Swim,No,1,Doubles Speed during rain.
mantyke,Water Absorb,No,2,"Absorbs water moves, healing for 1/4 max HP."
mantyke,Water Veil,Yes,3,Prevents burns.
snover,Snow Warning,No,1,Summons hail that lasts indefinitely upon entering battle.
snover,Soundproof,Yes,3,Protects against sound-based moves.
abomasnow,Snow Warning,No,1,Summons hail that lasts indefinitely upon entering battle.
abomasnow,Soundproof,Yes,3,Protects against sound-based moves.
weavile,Pressure,No,1,Increases the PP cost of moves targetting the Pokémon by one.
weavile,Pickpocket,Yes,3,Steals attacking Pokémon's held items on contact.
magnezone,Magnet Pull,No,1,Prevents steel opponents from fleeing or switching out.
magnezone,Sturdy,No,2,"Prevents being KOed from full HP, leaving 1 HP instead.  Protects against the one-hit KO moves regardless of HP."
magnezone,Analytic,Yes,3,Strengthens moves to 1.3× their power when moving last.
lickilicky,Own Tempo,No,1,Prevents confusion.
lickilicky,Oblivious,No,2,Prevents infatuation and protects against captivate.
lickilicky,Cloud Nine,Yes,3,"Negates all effects of weather, but does not prevent the weather itself."
rhyperior,Lightning Rod,No,1,"Redirects single-target electric moves to this Pokémon where possible.  Absorbs Electric moves, raising Special Attack one stage."
rhyperior,Solid Rock,No,2,Decreases damage taken from super-effective moves by 1/4.
rhyperior,Reckless,Yes,3,Strengthens recoil moves to 1.2× their power.
tangrowth,Chlorophyll,No,1,Doubles Speed during strong sunlight.
tangrowth,Leaf Guard,No,2,Protects against major status ailments during strong sunlight.
tangrowth,Regenerator,Yes,3,Heals for 1/3 max HP upon switching out.
electivire,Motor Drive,No,1,"Absorbs electric moves, raising Speed one stage."
electivire,Vital Spirit,Yes,3,Prevents sleep.
magmortar,Flame Body,No,1,Has a 30% chance of burning attacking Pokémon on contact.
magmortar,Vital Spirit,Yes,3,Prevents sleep.
togekiss,Hustle,No,1,"Strengthens physical moves to inflict 1.5× damage, but decreases their accuracy to 0.8×."
togekiss,Serene Grace,No,2,Doubles the chance of moves' extra effects occurring.
togekiss,Super Luck,Yes,3,Raises moves' critical hit rates one stage.
yanmega,Speed Boost,No,1,Raises Speed one stage after each turn.
yanmega,Tinted Lens,No,2,Doubles damage inflicted with not-very-effective moves.
yanmega,Frisk,Yes,3,Reveals an opponent's held item upon entering battle.
leafeon,Leaf Guard,No,1,Protects against major status ailments during strong sunlight.
leafeon,Chlorophyll,Yes,3,Doubles Speed during strong sunlight.
glaceon,Snow Cloak,No,1,Increases evasion to 1.25× during hail.  Protects against hail damage.
glaceon,Ice Body,Yes,3,Heals for 1/16 max HP after each turn during hail.  Protects against hail damage.
gliscor,Hyper Cutter,No,1,Prevents Attack from being lowered by other Pokémon.
gliscor,Sand Veil,No,2,Increases evasion to 1.25× during a sandstorm.  Protects against sandstorm damage.
gliscor,Poison Heal,Yes,3,Heals for 1/8 max HP after each turn when poisoned in place of damage.
mamoswine,Oblivious,No,1,Prevents infatuation and protects against captivate.
mamoswine,Snow Cloak,No,2,Increases evasion to 1.25× during hail.  Protects against hail damage.
mamoswine,Thick Fat,Yes,3,Halves damage from fire and ice moves.
porygon-z,Adaptability,No,1,Increases the same-type attack bonus from 1.5× to 2×.
porygon-z,Download,No,2,Raises the attack stat corresponding to the opponents' weaker defense one stage upon entering battle.
porygon-z,Analytic,Yes,3,Strengthens moves to 1.3× their power when moving last.
gallade,Steadfast,No,1,Raises Speed one stage upon flinching.
gallade,Sharpness,No,2,Powers up slicing moves.
gallade,Justified,Yes,3,Raises Attack one stage upon taking damage from a dark move.
probopass,Sturdy,No,1,"Prevents being KOed from full HP, leaving 1 HP instead.  Protects against the one-hit KO moves regardless of HP."
probopass,Magnet Pull,No,2,Prevents steel opponents from fleeing or switching out.
probopass,Sand Force,Yes,3,"Strengthens rock, ground, and steel moves to 1.3× their power during a sandstorm.  Protects against sandstorm damage."
dusknoir,Pressure,No,1,Increases the PP cost of moves targetting the Pokémon by one.
dusknoir,Frisk,Yes,3,Reveals an opponent's held item upon entering battle.
froslass,Snow Cloak,No,1,Increases evasion to 1.25× during hail.  Protects against hail damage.
froslass,Cursed Body,Yes,3,Has a 30% chance of Disabling any move that hits the Pokémon.
rotom,Levitate,No,1,Evades ground moves.
uxie,Levitate,No,1,Evades ground moves.
mesprit,Levitate,No,1,Evades ground moves.
azelf,Levitate,No,1,Evades ground moves.
dialga,Pressure,No,1,Increases the PP cost of moves targetting the Pokémon by one.
dialga,Telepathy,Yes,3,Protects against friendly Pokémon's damaging moves.
palkia,Pressure,No,1,Increases the PP cost of moves targetting the Pokémon by one.
palkia,Telepathy,Yes,3,Protects against friendly Pokémon's damaging moves.
heatran,Flash Fire,No,1,"Protects against fire moves.  Once one has been blocked, the Pokémon's own Fire moves inflict 1.5× damage until it leaves battle."
heatran,Flame Body,Yes,3,Has a 30% chance of burning attacking Pokémon on contact.
regigigas,Slow Start,No,1,Halves Attack and Speed for five turns upon entering battle.
giratina-altered,Pressure,No,1,Increases the PP cost of moves targetting the Pokémon by one.
giratina-altered,Telepathy,Yes,3,Protects against friendly Pokémon's damaging moves.
cresselia,Levitate,No,1,Evades ground moves.
phione,Hydration,No,1,Cures any major status ailment after each turn during rain.
manaphy,Hydration,No,1,Cures any major status ailment after each turn during rain.
darkrai,Bad Dreams,No,1,Damages sleeping opponents for 1/8 their max HP after each turn.
shaymin-land,Natural Cure,No,1,Cures any major status ailment upon switching out.
arceus,Multitype,No,1,Changes arceus's type and form to match its held Plate.
victini,Victory Star,No,1,Increases moves' accuracy to 1.1× for friendly Pokémon.
snivy,Overgrow,No,1,Strengthens grass moves to inflict 1.5× damage at 1/3 max HP or less.
snivy,Contrary,Yes,3,Inverts stat changes.
servine,Overgrow,No,1,Strengthens grass moves to inflict 1.5× damage at 1/3 max HP or less.
servine,Contrary,Yes,3,Inverts stat changes.
serperior,Overgrow,No,1,Strengthens grass moves to inflict 1.5× damage at 1/3 max HP or less.
serperior,Contrary,Yes,3,Inverts stat changes.
tepig,Blaze,No,1,Strengthens fire moves to inflict 1.5× damage at 1/3 max HP or less.
tepig,Thick Fat,Yes,3,Halves damage from fire and ice moves.
pignite,Blaze,No,1,Strengthens fire moves to inflict 1.5× damage at 1/3 max HP or less.
pignite,Thick Fat,Yes,3,Halves damage from fire and ice moves.
emboar,Blaze,No,1,Strengthens fire moves to inflict 1.5× damage at 1/3 max HP or less.
emboar,Reckless,Yes,3,Strengthens recoil moves to 1.2× their power.
oshawott,Torrent,No,1,Strengthens water moves to inflict 1.5× damage at 1/3 max HP or less.
oshawott,Shell Armor,Yes,3,Protects against critical hits.
dewott,Torrent,No,1,Strengthens water moves to inflict 1.5× damage at 1/3 max HP or less.
dewott,Shell Armor,Yes,3,Protects against critical hits.
samurott,Torrent,No,1,Strengthens water moves to inflict 1.5× damage at 1/3 max HP or less.
samurott,Shell Armor,Yes,3,Protects against critical hits.
patrat,Run Away,No,1,Ensures success fleeing from wild battles.
patrat,Keen Eye,No,2,Prevents accuracy from being lowered.
patrat,Analytic,Yes,3,Strengthens moves to 1.3× their power when moving last.
watchog,Illuminate,No,1,Doubles the wild encounter rate.
watchog,Keen Eye,No,2,Prevents accuracy from being lowered.
watchog,Analytic,Yes,3,Strengthens moves to 1.3× their power when moving last.
lillipup,Vital Spirit,No,1,Prevents sleep.
lillipup,Pickup,No,2,Picks up other Pokémon's used and Flung held items.  May also pick up an item after battle.
lillipup,Run Away,Yes,3,Ensures success fleeing from wild battles.
herdier,Intimidate,No,1,Lowers opponents' Attack one stage upon entering battle.
herdier,Sand Rush,No,2,Doubles Speed during a sandstorm.  Protects against sandstorm damage.
herdier,Scrappy,Yes,3,Lets the Pokémon's normal and fighting moves hit ghost Pokémon.
stoutland,Intimidate,No,1,Lowers opponents' Attack one stage upon entering battle.
stoutland,Sand Rush,No,2,Doubles Speed during a sandstorm.  Protects against sandstorm damage.
stoutland,Scrappy,Yes,3,Lets the Pokémon's normal and fighting moves hit ghost Pokémon.
purrloin,Limber,No,1,Prevents paralysis.
purrloin,Unburden,No,2,Doubles Speed upon using or losing a held item.
purrloin,Prankster,Yes,3,Raises non-damaging moves' priority by one stage.
liepard,Limber,No,1,Prevents paralysis.
liepard,Unburden,No,2,Doubles Speed upon using or losing a held item.
liepard,Prankster,Yes,3,Raises non-damaging moves' priority by one stage.
pansage,Gluttony,No,1,Makes the Pokémon eat any held Berry triggered by low HP below 1/2 its max HP.
pansage,Overgrow,Yes,3,Strengthens grass moves to inflict 1.5× damage at 1/3 max HP or less.
simisage,Gluttony,No,1,Makes the Pokémon eat any held Berry triggered by low HP below 1/2 its max HP.
simisage,Overgrow,Yes,3,Strengthens grass moves to inflict 1.5× damage at 1/3 max HP or less.
pansear,Gluttony,No,1,Makes the Pokémon eat any held Berry triggered by low HP below 1/2 its max HP.
pansear,Blaze,Yes,3,Strengthens fire moves to inflict 1.5× damage at 1/3 max HP or less.
simisear,Gluttony,No,1,Makes the Pokémon eat any held Berry triggered by low HP below 1/2 its max HP.
simisear,Blaze,Yes,3,Strengthens fire moves to inflict 1.5× damage at 1/3 max HP or less.
panpour,Gluttony,No,1,Makes the Pokémon eat any held Berry triggered by low HP below 1/2 its max HP.
panpour,Torrent,Yes,3,Strengthens water moves to inflict 1.5× damage at 1/3 max HP or less.
simipour,Gluttony,No,1,Makes the Pokémon eat any held Berry triggered by low HP below 1/2 its max HP.
simipour,Torrent,Yes,3,Strengthens water moves to inflict 1.5× damage at 1/3 max HP or less.
munna,Forewarn,No,1,Reveals the opponents' strongest move upon entering battle.
munna,Synchronize,No,2,"Copies burns, paralysis, and poison received onto the Pokémon that inflicted them."
munna,Telepathy,Yes,3,Protects against friendly Pokémon's damaging moves.
musharna,Forewarn,No,1,Reveals the opponents' strongest move upon entering battle.
musharna,Synchronize,No,2,"Copies burns, paralysis, and poison received onto the Pokémon that inflicted them."
musharna,Telepathy,Yes,3,Protects against friendly Pokémon's damaging moves.
pidove,Big Pecks,No,1,Protects against Defense drops.
pidove,Super Luck,No,2,Raises moves' critical hit rates one stage.
pidove,Rivalry,Yes,3,"Increases damage inflicted to 1.25× against Pokémon of the same gender, but decreases damage to 0.75× against the opposite gender."
tranquill,Big Pecks,No,1,Protects against Defense drops.
tranquill,Super Luck,No,2,Raises moves' critical hit rates one stage.
tranquill,Rivalry,Yes,3,"Increases damage inflicted to 1.25× against Pokémon of the same gender, but decreases damage to 0.75× against the opposite gender."
unfezant,Big Pecks,No,1,Protects against Defense drops.
unfezant,Super Luck,No,2,Raises moves' critical hit rates one stage.
unfezant,Rivalry,Yes,3,"Increases damage inflicted to 1.25× against Pokémon of the same gender, but decreases damage to 0.75× against the opposite gender."
blitzle,Lightning Rod,No,1,"Redirects single-target electric moves to this Pokémon where possible.  Absorbs Electric moves, raising Special Attack one stage."
blitzle,Motor Drive,No,2,"Absorbs electric moves, raising Speed one stage."
blitzle,Sap Sipper,Yes,3,"Absorbs grass moves, raising Attack one stage."
zebstrika,Lightning Rod,No,1,"Redirects single-target electric moves to this Pokémon where possible.  Absorbs Electric moves, raising Special Attack one stage."
zebstrika,Motor Drive,No,2,"Absorbs electric moves, raising Speed one stage."
zebstrika,Sap Sipper,Yes,3,"Absorbs grass moves, raising Attack one stage."
roggenrola,Sturdy,No,1,"Prevents being KOed from full HP, leaving 1 HP instead.  Protects against the one-hit KO moves regardless of HP."
roggenrola,Weak Armor,No,2,Raises Speed and lowers Defense by one stage each upon being hit by a physical move.
roggenrola,Sand Force,Yes,3,"Strengthens rock, ground, and steel moves to 1.3× their power during a sandstorm.  Protects against sandstorm damage."
boldore,Sturdy,No,1,"Prevents being KOed from full HP, leaving 1 HP instead.  Protects against the one-hit KO moves regardless of HP."
boldore,Weak Armor,No,2,Raises Speed and lowers Defense by one stage each upon being hit by a physical move.
boldore,Sand Force,Yes,3,"Strengthens rock, ground, and steel moves to 1.3× their power during a sandstorm.  Protects against sandstorm damage."
gigalith,Sturdy,No,1,"Prevents being KOed from full HP, leaving 1 HP instead.  Protects against the one-hit KO moves regardless of HP."
gigalith,Sand Stream,No,2,Summons a sandstorm that lasts indefinitely upon entering battle.
gigalith,Sand Force,Yes,3,"Strengthens rock, ground, and steel moves to 1.3× their power during a sandstorm.  Protects against sandstorm damage."
woobat,Unaware,No,1,Ignores other Pokémon's stat modifiers for damage and accuracy calculation.
woobat,Klutz,No,2,Prevents the Pokémon from using its held item in battle.
